"lat" "lng" "bearing" "speed" "user_id" "time" "wday" "got_wifi" "time_to_wifi"
"1371" 40.3486 -74.6527 0 0.1875 3 42567.5369999409 5 TRUE 0
"1372" 40.3467 -74.6574 0 0 2 36211.8020000458 2 TRUE 120
"1377" 40.3479 -74.6576 0 0.4375 3 77304.1180000305 3 TRUE 0
"1378" 40.3463 -74.6585 23.05 1.8125 3 2668.54500007629 4 TRUE 0
"1379" 40.3464 -74.658 7.58 0.75 3 3570.91400003433 4 TRUE 0
"1382" 40.3497 -74.6529 0 0 3 61706.6619999409 4 TRUE 0
"1388" 40.3464 -74.6583 2.6 0.5625 3 84990.1400001049 4 TRUE 60
"1390" 40.3463 -74.6581 358.87 1.4375 3 1287.23699998856 5 TRUE 0
"1392" 40.3464 -74.6579 6.21 0.8125 3 3567.28099989891 5 TRUE 0
"1393" 40.3464 -74.658 359.46 1.25 3 3868.41100001335 5 TRUE 0
"1401" 40.3463 -74.6582 0.81 0.75 3 13290.0160000324 5 TRUE 0
"1402" 40.3463 -74.6582 0 0.25 3 14785.6259999275 5 TRUE 0
"1403" 40.3463 -74.6581 4 0.8125 3 16586.9349999428 5 TRUE 0
"1404" 40.3463 -74.6582 5.37 0.25 3 17670.3399999142 5 TRUE 0
"1405" 40.3464 -74.6582 35.03 1.375 3 19050.486000061 5 TRUE 0
"1406" 40.3466 -74.6579 6.81 0.75 3 20370.5179998875 5 TRUE 0
"1414" 40.3488 -74.6528 2.69 0.9375 3 42627.3389999866 5 TRUE 0
"1415" 40.3501 -74.6521 2.3 1 3 46289.9300000668 5 TRUE 0
"1416" 40.3469 -74.6562 0 0 2 36269.3959999084 2 TRUE 60
"1419" 40.3487 -74.6551 2.02 1.5625 3 63084.8280000687 3 TRUE 240
"1420" 40.3487 -74.6536 0.69 1.0625 3 63264.6089999676 3 TRUE 60
"1423" 40.3464 -74.658 0.99 0.625 3 3627.19600009918 4 TRUE 0
"1424" 40.3463 -74.6582 0 0.5625 3 13708.7550001144 4 TRUE 0
"1436" 40.3462 -74.6581 14.14 0.5625 3 3028.71499991417 5 TRUE 0
"1443" 40.3463 -74.6583 9.74 1.5 3 13347.1470000744 5 TRUE 0
"1444" 40.3463 -74.6582 9.79 2 3 14846.9590001106 5 TRUE 0
"1445" 40.3464 -74.658 0 0.5 3 16646.638999939 5 TRUE 0
"1446" 40.3465 -74.658 0 0.5 3 20427.4960000515 5 TRUE 0
"1453" 40.3488 -74.6528 358.34 0.8125 3 42687.2309999466 5 TRUE 0
"1458" 40.3497 -74.6527 0 0.1875 3 46714.506000042 3 TRUE 120
"1459" 40.3493 -74.6529 313.23 1.125 3 65427.8729999065 3 TRUE 0
"1460" 40.3499 -74.653 41.51 3.75 3 66637.8129999638 3 TRUE 0
"1463" 40.3464 -74.6579 4.29 1.375 3 3748.59299993515 4 TRUE 0
"1471" 40.3463 -74.6582 39.6 1.375 3 84632.6289999485 4 TRUE 420
"1472" 40.3463 -74.6581 14.83 0.8125 3 85174.1700000763 4 TRUE 0
"1473" 40.3463 -74.6581 8.65 0.3125 3 632.177000045776 5 TRUE 300
"1474" 40.3462 -74.658 45.13 1.25 3 3152.97099995613 5 TRUE 0
"1478" 40.3463 -74.658 0 0.4375 3 13467.1150000095 5 TRUE 0
"1480" 40.3466 -74.6579 13.62 0.625 3 20552.3080000877 5 TRUE 0
"1488" 40.3502 -74.6526 22.17 0.8125 3 65501.6559998989 3 TRUE 60
"1492" 40.3464 -74.658 1.89 1.125 3 3806.99099993706 4 TRUE 0
"1503" 40.3463 -74.6581 131.42 0.625 3 84711.6900000572 4 TRUE 360
"1505" 40.3463 -74.6581 32.85 0.9375 3 1351.43099999428 5 TRUE 0
"1506" 40.3464 -74.6581 356.01 0.6875 3 3627.21099996567 5 TRUE 60
"1508" 40.3465 -74.6579 358.01 0.9375 3 7646.84699988365 5 TRUE 0
"1509" 40.3462 -74.6582 1.31 0.6875 3 13527.2070000172 5 TRUE 0
"1511" 40.3464 -74.6581 18.36 2.25 3 19167.3340001106 5 TRUE 0
"1512" 40.3465 -74.6579 0 0.375 3 20608.1970000267 5 TRUE 0
"1515" 40.3463 -74.658 1.47 0.875 3 27388.753000021 5 TRUE 0
"1532" 40.3466 -74.6583 0.57 2.0625 3 25287.2539999485 4 TRUE 0
"1543" 40.3461 -74.6581 2.55 0.25 3 13651.4400000572 5 TRUE 0
"1545" 40.3465 -74.6581 2 0.875 3 19290.0510001183 5 TRUE 0
"1552" 40.3488 -74.6529 0 0 3 39743.6029999256 5 TRUE 0
"1553" 40.3488 -74.6526 0 0.25 3 40163.9440000057 5 TRUE 0
"1554" 40.347 -74.6608 0 0 2 9245.26699995995 4 TRUE 60
"1561" 40.3495 -74.652 357.75 0.75 3 51386.7330000401 3 TRUE 0
"1562" 40.35 -74.6521 354.46 0.6875 3 51628.867000103 3 TRUE 0
"1564" 40.3495 -74.6537 236.9 1.0625 3 55593.0130000114 3 TRUE 0
"1566" 40.3485 -74.6592 5.94 0.75 3 62786.1459999084 3 TRUE 0
"1571" 40.3496 -74.653 3.54 0.625 3 70891.007999897 3 TRUE 0
"1577" 40.3463 -74.658 0 0.125 3 4888.34800004959 4 TRUE 0
"1578" 40.3463 -74.6581 10.32 1.3125 3 6447.24099993706 4 TRUE 0
"1583" 40.3466 -74.658 2.54 0.875 3 19167.5350000858 4 TRUE 0
"1587" 40.3468 -74.6578 1.26 1.75 3 27566.5690000057 4 TRUE 180
"1592" 40.3499 -74.6531 3.29 1.125 3 58294.2179999352 4 TRUE 0
"1593" 40.35 -74.6529 20.03 2.4375 3 59966.5230000019 4 TRUE 0
"1596" 40.35 -74.6529 359.73 0.6875 3 62606.2449998856 4 TRUE 0
"1601" 40.3465 -74.6579 0 0.5 3 6805.8789999485 5 TRUE 0
"1602" 40.3464 -74.6579 15.11 2.1875 3 6927.40000009537 5 TRUE 60
"1604" 40.3462 -74.6581 1.02 0.875 3 15685.6730000973 5 TRUE 0
"1605" 40.3463 -74.6582 23.58 1.25 3 17969.1870000362 5 TRUE 60
"1608" 40.3465 -74.6581 1.95 1.625 3 19827.1619999409 5 TRUE 0
"1609" 40.3464 -74.6582 8.87 1.75 3 23847.3310000896 5 TRUE 0
"1610" 40.3485 -74.6578 301.54 1.125 3 27985.8110001087 5 TRUE 0
"1611" 40.35 -74.6524 298.13 0.625 3 28225.361000061 5 TRUE 0
"1615" 40.3488 -74.6551 31 1.3761 2 35991.5050001144 3 TRUE 60
"1633" 40.3465 -74.6583 10.44 0.375 3 7291.68300008774 4 TRUE 0
"1636" 40.3464 -74.6582 341.97 0 3 11988.7000000477 4 TRUE 0
"1639" 40.3464 -74.6583 50.07 1.1875 3 14731.2320001125 4 TRUE 0
"1640" 40.3464 -74.6582 356.51 0.3125 3 15815.5009999275 4 TRUE 0
"1647" 40.3464 -74.658 13.65 1 3 21870.9930000305 4 TRUE 0
"1649" 40.3467 -74.6581 34.18 2.375 3 24520.5469999313 4 TRUE 0
"1654" 40.3499 -74.6529 99.98 1.1875 3 30888.5220000744 4 TRUE 0
"1663" 40.3463 -74.6581 2.99 0.375 3 86309.0390000343 4 TRUE 60
"1665" 40.346 -74.6581 221.12 1.4375 3 6573.40599989891 5 TRUE 0
"1667" 40.3464 -74.6584 13.23 1.375 3 15086.1889998913 5 TRUE 0
"1669" 40.3463 -74.6581 26.48 1.625 3 18387.1510000229 5 TRUE 0
"1672" 40.35 -74.6529 358.56 0.125 3 29972.2829999924 5 TRUE 0
"1676" 40.3489 -74.6527 0 0 3 41304.1760001183 5 TRUE 0
"1677" 40.3488 -74.6527 0 0.375 3 41485.1010000706 5 TRUE 0
"1678" 40.3487 -74.6528 359.84 0.75 3 42027.0539999008 5 TRUE 0
"1679" 40.3487 -74.6527 359.55 0.125 3 42089.9360001087 5 TRUE 0
"1683" 40.345 -74.6572 0 0 2 30058.4170000553 4 TRUE 0
"1697" 40.3463 -74.6582 287.05 0.9375 3 335.767999887466 4 TRUE 0
"1698" 40.3463 -74.6581 8.75 1.1875 3 1286.8259999752 4 TRUE 0
"1699" 40.3461 -74.6585 0.57 0.75 3 1769.55800008774 4 TRUE 0
"1708" 40.3464 -74.6582 6.32 0.625 3 15450.0469999313 4 TRUE 0
"1720" 40.3498 -74.6526 1.27 1.0625 3 30747.5559999943 4 TRUE 0
"1722" 40.35 -74.6522 0 0.4375 3 41666.0699999332 4 TRUE 60
"1732" 40.348 -74.6549 244.62 3.0625 3 81028.5490000248 4 TRUE 0
"1733" 40.3464 -74.6579 60.58 1.25 3 85468.3740000725 4 TRUE 0
"1737" 40.3464 -74.6579 25.2 0.5 3 6875.26699995995 5 TRUE 120
"1756" 40.3497 -74.6531 72 1.43865 2 36114.0090000629 3 TRUE 180
"1757" 40.3428 -74.6604 0 0 2 76713.006000042 3 TRUE 0
"1758" 40.3469 -74.6609 0 0 2 30346.3989999294 4 TRUE 0
"1760" 40.3485 -74.6555 0 0 2 50172.9809999466 2 TRUE 120
"1761" 40.3506 -74.6577 0 0 2 68118.2170000076 2 FALSE -1
"1771" 40.3499 -74.653 2.05 0.25 3 71850.9690001011 3 TRUE 0
"1774" 40.3474 -74.6592 258.43 1.75 3 77371.6099998951 3 TRUE 120
"1777" 40.3463 -74.6583 0.12 0.3125 3 2187.38400006294 4 TRUE 0
"1779" 40.3463 -74.658 14.11 1 3 4650.01699995995 4 TRUE 0
"1780" 40.3463 -74.658 5.32 0 3 5012.37299990654 4 TRUE 0
"1782" 40.3465 -74.6582 12.89 0.75 3 7352.11400008202 4 TRUE 0
"1795" 40.35 -74.652 356.22 1 3 41545.9960000515 4 TRUE 0
"1796" 40.35 -74.652 342.62 0.8125 3 41848.8310000896 4 TRUE 0
"1802" 40.3502 -74.6529 355.54 1.5 3 59667.8650000095 4 TRUE 0
"1803" 40.3502 -74.6528 359.66 0.125 3 59907.1119999886 4 TRUE 0
"1807" 40.3496 -74.6529 0 0.5625 3 63743.6229999065 4 TRUE 120
"1810" 40.3462 -74.6581 211.86 0.875 3 86255.2320001125 4 TRUE 120
"1812" 40.3463 -74.6579 9.4 1.4375 3 2249.1400001049 5 TRUE 0
"1818" 40.3464 -74.6582 32.28 1.1875 3 12155.138999939 5 TRUE 0
"1822" 40.3464 -74.6583 1.38 0.5625 3 17128.3169999123 5 TRUE 0
"1824" 40.3501 -74.6523 340.65 1.5 3 28286.2449998856 5 TRUE 0
"1828" 40.3488 -74.6527 359.55 0.75 3 40764.8570001125 5 TRUE 0
"1829" 40.3488 -74.6528 0 0.3125 3 41665.7200000286 5 TRUE 0
"1839" 40.349 -74.655 359.94 0.6875 3 41373.6879999638 3 TRUE 0
"1840" 40.3498 -74.6521 0 0.125 3 51507.4379999638 3 TRUE 0
"1843" 40.3502 -74.6519 0.35 0.625 3 55465.2070000172 3 TRUE 120
"1846" 40.3497 -74.6533 359.82 0.3125 3 69147.503000021 3 TRUE 0
"1847" 40.3497 -74.653 358.75 0.4375 3 70714.8250000477 3 TRUE 0
"1849" 40.35 -74.6528 1.8 1.25 3 71667.5099999905 3 TRUE 0
"1854" 40.3463 -74.6584 1.59 1.4375 3 2007.05999994278 4 TRUE 0
"1856" 40.3463 -74.6579 26.55 1.1875 3 4829.95199990273 4 TRUE 0
"1860" 40.3465 -74.658 21.35 1.125 3 8191.39299988747 4 TRUE 0
"1861" 40.3464 -74.6582 25.33 1 3 13591.2079999447 4 TRUE 0
"1877" 40.3463 -74.6585 224.35 0.3125 3 16771.1610000134 5 TRUE 0
"1878" 40.3464 -74.6583 14.11 1.4375 3 16828.006000042 5 TRUE 0
"1879" 40.3463 -74.6584 5.4 0.8125 3 16947 5 TRUE 0
"1883" 40.3485 -74.6555 72.7 2.875 3 28105.4279999733 5 TRUE 120
"1884" 40.3502 -74.6522 0 0.5625 3 28346.0490000248 5 TRUE 0
"1886" 40.3487 -74.6527 359.32 0.875 3 41545.4189999104 5 TRUE 0
"1890" 40.3437 -74.6597 0 0 2 76579.1589999199 3 TRUE 120
"1894" 40.3504 -74.6582 0 0 2 68473.0580000877 2 FALSE -1
"1897" 40.3495 -74.6542 346.28 1.4375 3 41256.2920000553 3 TRUE 120
"1908" 40.3463 -74.6579 49.52 1.4375 3 4770.39899992943 4 TRUE 0
"1909" 40.3463 -74.6579 4.88 0.25 3 5251.96199989319 4 TRUE 0
"1912" 40.3465 -74.658 7.5 1.3125 3 7887.20900011063 4 TRUE 0
"1917" 40.3463 -74.6584 314.76 0.625 3 13472.5269999504 4 TRUE 0
"1929" 40.35 -74.6528 351 0.5625 3 62727.2479999065 4 TRUE 0
"1931" 40.3494 -74.6529 1.85 1.3125 3 63806.2200000286 4 TRUE 60
"1933" 40.3463 -74.6582 5 1.5 3 147.272000074387 5 TRUE 120
"1938" 40.3465 -74.6581 30.91 2.125 3 8311.52200007439 5 TRUE 0
"1940" 40.3464 -74.658 2.22 0.5625 3 11971.4079999924 5 TRUE 0
"1941" 40.3464 -74.6583 5.08 1.375 3 15807.4639999866 5 TRUE 0
"1942" 40.3464 -74.6581 31.15 0.9375 3 17074.7409999371 5 TRUE 0
"1952" 40.3487 -74.6528 0 0.5 3 40945.0499999523 5 TRUE 0
"1954" 40.3471 -74.6608 0 0 2 32283.7460000515 3 TRUE 240
"1963" 40.3499 -74.6523 351.66 1 3 51567.1410000324 3 TRUE 0
"1966" 40.3507 -74.6513 5.51 1.6875 3 55226.9489998817 3 TRUE 120
"1967" 40.3487 -74.6568 310.75 1.125 3 55772.9909999371 3 TRUE 0
"1973" 40.3462 -74.6584 5.09 1.0625 3 2067.52900004387 4 TRUE 0
"1980" 40.3464 -74.6583 0.49 0.875 3 14845.4019999504 4 TRUE 0
"1982" 40.3464 -74.6582 0 0.375 3 17906.2630000114 4 TRUE 0
"1984" 40.3466 -74.658 0 0.5625 3 19708.3499999046 4 TRUE 0
"1989" 40.3485 -74.6556 81.12 3.8125 3 27808.8570001125 4 TRUE 0
"1992" 40.3499 -74.6524 24.87 0.9375 3 42209.8469998837 4 TRUE 0
"1993" 40.3499 -74.6525 2.52 1.125 3 44367.1930000782 4 TRUE 60
"1994" 40.3501 -74.6523 0.3 0.375 3 47851.7839999199 4 TRUE 0
"2000" 40.3495 -74.653 313.96 0.625 3 65866.7709999084 4 TRUE 0
"2004" 40.3464 -74.6578 20.39 1.4375 3 6328.78200006485 5 TRUE 0
"2007" 40.3464 -74.6581 13.06 0.625 3 12271.5680000782 5 TRUE 0
"2008" 40.3464 -74.6583 0 0.5625 3 15925.5329999924 5 TRUE 0
"2012" 40.3497 -74.6531 93.21 1.625 3 28166.0569999218 5 TRUE 60
"2013" 40.3501 -74.6529 354.6 1.5 3 31050.1800000668 5 TRUE 0
"2014" 40.3488 -74.6527 0 0.0625 3 40823.9579999447 5 TRUE 0
"2015" 40.3489 -74.6526 2.88 0.3125 3 41848.8469998837 5 TRUE 0
"2017" 40.3461 -74.6581 0 0 2 32467.1410000324 3 TRUE 60
"2022" 40.3499 -74.6533 331.44 1.4375 3 41197.0889999866 3 TRUE 0
"2023" 40.3482 -74.6551 359.82 0.6875 3 44734.9690001011 3 TRUE 120
"2027" 40.3505 -74.6516 353.39 0.75 3 55405.7799999714 3 TRUE 0
"2028" 40.3486 -74.6547 359.57 0.0625 3 55648.7929999828 3 TRUE 120
"2035" 40.3496 -74.653 1.11 0.9375 3 70826.3699998856 3 TRUE 0
"2044" 40.3463 -74.6582 11.4 1.375 3 6807.28200006485 4 TRUE 0
"2050" 40.3465 -74.6582 3.97 1.3125 3 17966.4019999504 4 TRUE 0
"2054" 40.3465 -74.658 0.12 0.125 3 21572.385999918 4 TRUE 0
"2055" 40.3464 -74.6581 358.16 0.3125 3 21753.9349999428 4 TRUE 0
"2056" 40.3462 -74.6581 358.82 0.5 3 27388.2960000038 4 TRUE 0
"2063" 40.3498 -74.6526 0 0.4375 3 62186.0799999237 4 TRUE 0
"2064" 40.35 -74.6529 357.24 1.4375 3 62666.9530000687 4 TRUE 0
"2065" 40.3498 -74.6531 359.68 1.25 3 65966.7569999695 4 TRUE 60
"2067" 40.3463 -74.6581 11.28 1.5 3 86067.3150000572 4 TRUE 300
"2069" 40.3463 -74.658 80.97 1 3 35.220999956131 5 TRUE 0
"2070" 40.3463 -74.6581 354.79 0.875 3 88.7279999256134 5 TRUE 0
"2073" 40.3465 -74.6582 3.74 0.9375 3 8254.56100010872 5 TRUE 0
"2076" 40.3464 -74.6581 357.98 1 3 15446.881000042 5 TRUE 0
"2077" 40.3464 -74.6583 359.66 0.75 3 15985.8519999981 5 TRUE 0
"2078" 40.3464 -74.6583 1.02 0.9375 3 16046.5739998817 5 TRUE 0
"2083" 40.3487 -74.6525 0 0.25 3 40403.9379999638 5 TRUE 0
"2084" 40.3487 -74.6526 0 0.0625 3 40463.9730000496 5 TRUE 0
"2085" 40.3488 -74.6527 0 0.4375 3 41363.9249999523 5 TRUE 0
"2086" 40.3488 -74.6527 358.85 0.625 3 41787.1410000324 5 TRUE 0
"2100" 40.35 -74.6529 355.7 0.5625 3 71191.6010000706 3 TRUE 0
"2101" 40.3499 -74.653 6.43 0.3125 3 71374.9779999256 3 TRUE 0
"2103" 40.3463 -74.6583 0 0.125 3 1949.25999999046 4 TRUE 0
"2110" 40.3464 -74.6581 88.01 0.1875 3 12333.489000082 4 TRUE 0
"2115" 40.3463 -74.6583 9.1 0.625 3 18810.7130000591 4 TRUE 0
"2120" 40.3501 -74.652 358.99 0.625 3 41485.7400000095 4 TRUE 0
"2121" 40.3501 -74.6522 359 0.4375 3 48092.1080000401 4 TRUE 0
"2122" 40.35 -74.6518 0 0.125 3 48450.3380000591 4 TRUE 0
"2123" 40.3501 -74.6519 287.74 1.25 3 53389.2690000534 4 TRUE 0
"2127" 40.3501 -74.6528 359.09 1.1875 3 60748.5980000496 4 TRUE 0
"2138" 40.3464 -74.6582 0 0.4375 3 17307.2249999046 5 TRUE 0
"2139" 40.3463 -74.6581 5.51 0.8125 3 18086.8420000076 5 TRUE 0
"2140" 40.3466 -74.658 0.63 0.375 3 20308.8420000076 5 TRUE 0
"2142" 40.3478 -74.6575 208.16 1.125 3 27926.375 5 TRUE 60
"2144" 40.3488 -74.6528 0 0.3125 3 41063.9110000134 5 TRUE 0
"2145" 40.3497 -74.6522 0.43 0.9375 3 42865.8559999466 5 TRUE 60
"2147" 40.3445 -74.66 0 0 2 76516.1449999809 3 TRUE 0
"2150" 40.348 -74.6572 0 0 2 50286.5580000877 2 TRUE 0
"2151" 40.3504 -74.6581 0 0 2 68541.3210000992 2 FALSE -1
"2155" 40.3482 -74.6607 327.62 1.125 3 59861.742000103 3 TRUE 0
"2161" 40.3497 -74.6535 359.83 0.3125 3 69026.006000042 3 TRUE 0
"2164" 40.3499 -74.6528 1.49 0.3125 3 71131.486000061 3 TRUE 0
"2168" 40.3504 -74.6532 356 1.125 3 72753.2550001144 3 TRUE 0
"2169" 40.3467 -74.6602 359.76 0.375 3 77424.5639998913 3 TRUE 60
"2174" 40.3464 -74.6581 124.46 0.4375 3 11490.4830000401 4 TRUE 0
"2176" 40.3464 -74.6583 0 0.5 3 14608.388999939 4 TRUE 0
"2180" 40.3464 -74.6581 0 0.1875 3 18088.7290000916 4 TRUE 0
"2183" 40.3464 -74.6582 37.25 1.1875 3 24451.8480000496 4 TRUE 0
"2186" 40.3501 -74.6523 13.88 0.3125 3 47971.5450000763 4 TRUE 0
"2193" 40.3501 -74.6529 0.25 0.5625 3 60808.3229999542 4 TRUE 0
"2194" 40.3494 -74.6532 0 0.625 3 65903.6649999619 4 TRUE 0
"2201" 40.3463 -74.6583 53.55 0.75 3 86022.5329999924 4 TRUE 0
"2205" 40.3464 -74.6583 106.77 0.6875 3 14970.3849999905 5 TRUE 0
"2206" 40.3463 -74.6582 5.52 1.25 3 15387.2290000916 5 TRUE 0
"2207" 40.3464 -74.6582 1.87 0.875 3 15507.6270000935 5 TRUE 0
"2208" 40.3464 -74.6581 4.78 0.6875 3 16107.4049999714 5 TRUE 0
"2209" 40.3464 -74.6581 354.01 0.5625 3 19950.3870000839 5 TRUE 0
"2211" 40.3465 -74.6584 0 0.3125 3 27628.6240000725 5 TRUE 0
"2218" 40.3488 -74.6528 0 0.1875 3 41004.0169999599 5 TRUE 0
"2220" 40.343 -74.6605 0 0 2 76638.6640000343 3 TRUE 60
"2221" 40.3477 -74.6551 336 1.6263 2 44784.3250000477 2 TRUE 300
"2223" 40.3503 -74.6582 0 0 2 68598.9879999161 2 FALSE -1
"2225" 40.3504 -74.6508 33.53 0.25 3 53916.0950000286 3 TRUE 0
"2226" 40.3485 -74.6576 340.18 1.25 3 55828.8759999275 3 TRUE 0
"2232" 40.3498 -74.6532 1.2 1 3 69086.9110000134 3 TRUE 0
"2239" 40.3465 -74.6579 2.14 0.6875 3 4228.27099990845 4 TRUE 0
"2242" 40.3464 -74.6581 36.42 0.9375 3 7411.89700007439 4 TRUE 0
"2245" 40.3464 -74.658 205.49 0.125 3 10908.2809998989 4 TRUE 0
"2246" 40.3464 -74.6583 12.02 2.0625 3 12267.1819999218 4 TRUE 0
"2247" 40.3463 -74.6583 45.64 1.3125 3 13532.4679999352 4 TRUE 0
"2249" 40.3464 -74.6583 0 0.25 3 15995.3570001125 4 TRUE 0
"2256" 40.35 -74.652 336.87 2.25 3 41726.8540000916 4 TRUE 0
"2257" 40.3501 -74.6519 359.95 0.3125 3 48692.8090000153 4 TRUE 0
"2262" 40.3499 -74.6527 350.41 0.875 3 63331.0559999943 4 TRUE 0
"2268" 40.3463 -74.6581 3.38 0.8125 3 85828.2880001068 4 TRUE 0
"2270" 40.3463 -74.6581 359.98 1.4375 3 2848.75699996948 5 TRUE 0
"2274" 40.3464 -74.6582 359.95 0.875 3 15566.5239999294 5 TRUE 0
"2275" 40.3464 -74.6583 0 0.25 3 17187.486000061 5 TRUE 0
"2282" 40.3487 -74.6528 0 0.1875 3 40643.9730000496 5 TRUE 0
"2283" 40.3488 -74.6528 0 0.25 3 41123.9159998894 5 TRUE 0
"2284" 40.3489 -74.6527 0 0.4375 3 41424.5880000591 5 TRUE 0
"2285" 40.3488 -74.6528 0 0.4375 3 41605.138999939 5 TRUE 0
"2286" 40.3487 -74.6526 1.3 0.9375 3 41965.013999939 5 TRUE 0
"2290" 40.349 -74.6547 0 0 2 50105.1949999332 2 TRUE 0
"2291" 40.3482 -74.6562 0 0 2 50231.1089999676 2 TRUE 60
"2300" 40.3499 -74.653 359.27 0.5 3 71729.1809999943 3 TRUE 0
"2303" 40.3497 -74.6529 289.91 2.25 3 73414.3380000591 3 TRUE 0
"2307" 40.3459 -74.6603 116.5 1.5 3 82536.010999918 3 TRUE 0
"2311" 40.3463 -74.6581 1 0.625 3 6386.82500004768 4 TRUE 0
"2313" 40.3463 -74.6581 9.33 1.8125 3 6927.32999992371 4 TRUE 0
"2316" 40.3464 -74.658 348.19 1.8125 3 10467.0510001183 4 TRUE 0
"2318" 40.3464 -74.6581 28.6 2 3 13411.7730000019 4 TRUE 0
"2323" 40.3463 -74.6581 5.11 0.8125 3 17787.0759999752 4 TRUE 0
"2326" 40.3464 -74.6581 7.84 2.0625 3 21387.4779999256 4 TRUE 0
"2331" 40.3491 -74.653 4.09 2.5625 3 42331.8090000153 4 TRUE 60
"2335" 40.3499 -74.6522 90.93 0.875 3 54750.746999979 4 TRUE 0
"2347" 40.3462 -74.6581 5.27 2 3 2488.76399993896 5 TRUE 0
"2357" 40.3499 -74.653 182.43 0.3125 3 39627.625 5 TRUE 120
"2358" 40.3487 -74.6527 0 0.125 3 40523.9430000782 5 TRUE 0
"2359" 40.3488 -74.6528 0 0.0625 3 41254.9230000973 5 TRUE 0
"2360" 40.3499 -74.652 357.96 0.625 3 45570.4240000248 5 TRUE 0
"2362" 40.3455 -74.6573 0 0 2 32528.6700000763 3 TRUE 0
"2365" 40.3453 -74.6603 0 0 2 76456.3910000324 3 TRUE 0
"2367" 40.3484 -74.6533 353.79 1.375 3 63205.0199999809 3 TRUE 120
"2381" 40.3462 -74.6579 22.62 0.8125 3 3210.70900011063 5 TRUE 0
"2385" 40.3464 -74.6583 1.56 0.6875 3 12808.7090001106 5 TRUE 0
"2397" 40.3489 -74.6531 156.99 1.375 3 39683.996999979 5 TRUE 60
"2398" 40.3489 -74.6527 0 0.125 3 40103.9389998913 5 TRUE 0
"2399" 40.3466 -74.659 0 0 2 32407.6010000706 3 TRUE 120
"2401" 40.3466 -74.6606 0 0 2 76344.0629999638 3 TRUE 0
"2402" 40.3462 -74.6598 0 0 2 30290.7019999027 4 TRUE 60
"2407" 40.3481 -74.6554 7.81 1.3125 3 44745.3970000744 3 TRUE 180
"2408" 40.3493 -74.6529 23.9 0.6875 3 47267.3489999771 3 TRUE 120
"2411" 40.3502 -74.6522 359.19 0.625 3 61185.6270000935 3 TRUE 60
"2412" 40.3496 -74.6528 0 0.4375 3 63402.2690000534 3 TRUE 60
"2414" 40.344 -74.6578 340 2.0016 6 75240.760999918 5 TRUE 150
"2415" 40.3443 -74.6567 87 0.5004 6 75383.3729999065 5 TRUE 0
"2416" 40.3448 -74.6553 89 1.06335 6 75502.3880000114 5 TRUE 60
"2417" 40.3453 -74.6535 81 0.56295 6 75609.1259999275 5 TRUE 0
"2418" 40.3454 -74.6529 265 0.31275 6 75682.2079999447 5 TRUE 0
"2419" 40.3452 -74.6543 241 0.93825 6 75772.5120000839 5 TRUE 0
"2420" 40.3441 -74.6554 248 0.5004 6 75892.7669999599 5 TRUE 30
"2421" 40.3438 -74.6584 254 0.8757 6 76134.8429999352 5 TRUE 0
"2422" 40.3439 -74.6591 306 0.68805 6 76207.25 5 TRUE 0
"2423" 40.3429 -74.6606 22 0.81315 6 76567.2209999561 5 TRUE 0
"2424" 40.344 -74.6595 28 1.5012 6 76718.2890000343 5 TRUE 15
"2425" 40.3442 -74.6577 263 1.0008 6 76905.0179998875 5 TRUE 75
"2426" 40.3439 -74.6595 157 0.68805 6 77139.2950000763 5 TRUE 90
"2427" 40.3429 -74.6609 137 0.6255 6 77259.5160000324 5 TRUE 0
"2428" 40.3428 -74.661 72 0.5004 6 77512.2070000172 5 TRUE 0
"2429" 40.344 -74.6594 103 1.251 6 77662.3359999657 5 TRUE 15
"2430" 40.3462 -74.6557 217 0.1251 6 78112.2130000591 5 TRUE 0
"2433" 40.344 -74.657 248 0.81315 2 81533.4579999447 5 TRUE 130
"2435" 40.3437 -74.6598 337 0.6255 2 82302.5209999084 5 TRUE 40
"2436" 40.344 -74.6587 0 0 2 82403.6940000057 5 TRUE 0
"2442" 40.3445 -74.6552 0 0 2 83242.6549999714 5 TRUE 20
"2450" 40.3475 -74.6545 122 1.31355 2 60993.875 4 TRUE 0
"2455" 40.3439 -74.6578 104 1.5012 6 77835.7630000114 5 TRUE 105
"2456" 40.3452 -74.6562 16 1.251 6 78023.0869998932 5 TRUE 15
"2473" 40.3498 -74.6526 357.3 1.0625 3 63343.8529999256 3 TRUE 0
"2475" 40.3467 -74.6537 14.26 0.6875 3 74627.4690001011 3 TRUE 300
"2476" 40.3457 -74.656 323.04 1.5 3 74928.1119999886 3 TRUE 0
"2478" 40.344 -74.6575 55 0.43785 6 75279.0989999771 5 TRUE 105
"2479" 40.3451 -74.6539 65 1.251 6 75578.9730000496 5 TRUE 0
"2480" 40.3443 -74.655 261 1.18845 6 75863.9760000706 5 TRUE 60
"2481" 40.3436 -74.6596 10 1.68885 6 76687.3250000477 5 TRUE 45
"2482" 40.3439 -74.6591 314 0.68805 6 77107.4309999943 5 TRUE 0
"2483" 40.343 -74.6607 214 0.68805 6 77244.3029999733 5 TRUE 0
"2484" 40.3424 -74.6611 27 0.56295 6 77423.1930000782 5 TRUE 45
"2485" 40.3438 -74.6586 357 0.7506 6 77724.1010000706 5 TRUE 210
